strategy_id,family,category,market,lookback_d,holding_d,weighting,universe,tier,shortable,gross_sharpe,ann_turnover_x,cost_drag_sr,net_cost_sharpe,noise_floor,net_deflated_sharpe,t_naive,t_deflated,survives_95,survives_strict
"Size (CH-3 SMB, ex-s|A_share|L250|H5|rank|all","Size (CH-3 SMB, ex-shell)",equity_factor,A_share,250,5,rank,all,A,True,0.694,6.0,0.06,0.634,0.819,-0.185,2.19,-0.64,False,False
PCR/skew/VIX market |300ETF_option|L250|H60|vol_|top300,PCR/skew/VIX market timing,options,300ETF_option,250,60,vol_scaled,top300,B,True,0.713,6.9,0.081,0.633,0.819,-0.186,2.19,-0.65,False,False
Commodity XS-momentu|commodity_fut|L5|H20|vol_|top300,Commodity XS-momentum,futures,commodity_fut,5,20,vol_scaled,top300,A,True,0.666,10.0,0.033,0.633,0.819,-0.186,2.19,-0.65,False,False
Delta-hedged option |300ETF_option|L10|H60|valu|top300,Delta-hedged option selling,options,300ETF_option,10,60,value,top300,B,True,0.97,28.9,0.337,0.633,0.819,-0.186,2.19,-0.65,False,False
"Value (E/P, CH-3 VMG|A_share|L60|H1|rank|top300","Value (E/P, CH-3 VMG)",equity_factor,A_share,60,1,rank,top300,A,True,0.811,17.9,0.179,0.632,0.819,-0.187,2.19,-0.65,False,False
Commodity curve mome|commodity_fut|L20|H5|equa|liquid_,Commodity curve momentum,futures,commodity_fut,20,5,equal,liquid_top50pct,A,True,0.682,16.0,0.053,0.629,0.819,-0.19,2.18,-0.66,False,False
Profitability/qualit|HK_equity|L120|H20|rank|ex_smal,Profitability/quality,equity_factor,HK_equity,120,20,rank,ex_small30,A,True,0.677,4.0,0.049,0.629,0.819,-0.191,2.18,-0.66,False,False
Mispricing composite|A_share|L120|H60|rank|top300,Mispricing composite (SY),equity_factor,A_share,120,60,rank,top300,B,False,0.674,4.6,0.046,0.628,0.819,-0.191,2.18,-0.66,False,False
Idiosyncratic volati|A_share|L250|H60|equa|top300,Idiosyncratic volatility,equity_factor,A_share,250,60,equal,top300,B,False,0.698,6.9,0.069,0.628,0.819,-0.191,2.18,-0.66,False,False
Commodity curve mome|index_fut|L20|H10|vol_|all,Commodity curve momentum,futures,index_fut,20,10,vol_scaled,all,A,True,0.651,11.3,0.025,0.626,0.819,-0.193,2.17,-0.67,False,False
Commodity curve mome|commodity_fut|L5|H10|vol_|liquid_,Commodity curve momentum,futures,commodity_fut,5,10,vol_scaled,liquid_top50pct,A,True,0.663,11.3,0.038,0.625,0.819,-0.194,2.17,-0.67,False,False
Commodity carry/basi|index_fut|L60|H60|equa|top300,Commodity carry/basis,futures,index_fut,60,60,equal,top300,A,True,0.629,3.5,0.008,0.622,0.819,-0.198,2.15,-0.68,False,False
"Size (CH-3 SMB, ex-s|HK_equity|L5|H60|rank|all","Size (CH-3 SMB, ex-shell)",equity_factor,HK_equity,5,60,rank,all,A,True,0.642,1.7,0.021,0.621,0.819,-0.198,2.15,-0.69,False,False
Commodity hedging pr|index_fut|L120|H10|rank|all,Commodity hedging pressure,futures,index_fut,120,10,rank,all,B,True,0.639,8.5,0.019,0.62,0.819,-0.199,2.15,-0.69,False,False
Commodity TS-momentu|commodity_fut|L20|H1|vol_|liquid_,Commodity TS-momentum,futures,commodity_fut,20,1,vol_scaled,liquid_top50pct,A,True,0.77,44.7,0.149,0.621,0.819,-0.199,2.15,-0.69,False,False
"Size (CH-3 SMB, ex-s|HK_equity|L10|H10|vol_|liquid_","Size (CH-3 SMB, ex-shell)",equity_factor,HK_equity,10,10,vol_scaled,liquid_top50pct,A,True,0.67,4.2,0.052,0.618,0.819,-0.201,2.14,-0.7,False,False
Convertible bond arb|convertible|L20|H60|equa|top300,Convertible bond arbitrage,cross_asset,convertible,20,60,equal,top300,B,True,0.655,4.6,0.038,0.617,0.819,-0.202,2.14,-0.7,False,False
Mispricing composite|HK_equity|L10|H60|valu|ex_smal,Mispricing composite (SY),equity_factor,HK_equity,10,60,value,ex_small30,B,False,0.673,4.6,0.056,0.617,0.819,-0.202,2.14,-0.7,False,False
Idiosyncratic volati|A_share|L10|H60|valu|top300,Idiosyncratic volatility,equity_factor,A_share,10,60,value,top300,B,False,0.684,6.9,0.069,0.615,0.819,-0.204,2.13,-0.71,False,False
Commodity hedging pr|commodity_fut|L60|H20|equa|top300,Commodity hedging pressure,futures,commodity_fut,60,20,equal,top300,B,True,0.635,6.0,0.02,0.615,0.819,-0.204,2.13,-0.71,False,False
Deep RL portfolio|HK_equity|L5|H60|rank|top300,Deep RL portfolio,ml_equity,HK_equity,5,60,rank,top300,C,True,0.789,14.4,0.176,0.613,0.819,-0.206,2.12,-0.71,False,False
Index-futures basis |commodity_fut|L20|H20|valu|liquid_,Index-futures basis (IF/IC),futures,commodity_fut,20,20,value,liquid_top50pct,B,True,0.652,12.0,0.04,0.612,0.819,-0.207,2.12,-0.72,False,False
Index-futures basis |commodity_fut|L10|H60|equa|ex_smal,Index-futures basis (IF/IC),futures,commodity_fut,10,60,equal,ex_small30,B,True,0.635,6.9,0.023,0.612,0.819,-0.207,2.12,-0.72,False,False
Commodity curve mome|index_fut|L5|H20|equa|liquid_,Commodity curve momentum,futures,index_fut,5,20,equal,liquid_top50pct,A,True,0.63,8.0,0.018,0.612,0.819,-0.207,2.12,-0.72,False,False
Mispricing composite|HK_equity|L60|H10|vol_|all,Mispricing composite (SY),equity_factor,HK_equity,60,10,vol_scaled,all,B,False,0.75,11.3,0.138,0.611,0.819,-0.208,2.12,-0.72,False,False
"Value (E/P, CH-3 VMG|A_share|L10|H5|rank|all","Value (E/P, CH-3 VMG)",equity_factor,A_share,10,5,rank,all,A,True,0.691,8.0,0.08,0.611,0.819,-0.208,2.12,-0.72,False,False
Idiosyncratic volati|HK_equity|L20|H60|equa|top300,Idiosyncratic volatility,equity_factor,HK_equity,20,60,equal,top300,B,False,0.694,6.9,0.085,0.61,0.819,-0.209,2.11,-0.73,False,False
Index-futures basis |commodity_fut|L5|H10|vol_|all,Index-futures basis (IF/IC),futures,commodity_fut,5,10,vol_scaled,all,B,True,0.666,17.0,0.057,0.609,0.819,-0.21,2.11,-0.73,False,False
PCR/skew/VIX market |50ETF_option|L10|H20|rank|top300,PCR/skew/VIX market timing,options,50ETF_option,10,20,rank,top300,B,True,0.749,12.0,0.14,0.609,0.819,-0.21,2.11,-0.73,False,False
ML cross-sectional (|HK_equity|L250|H20|vol_|top300,ML cross-sectional (alpha101),ml_equity,HK_equity,250,20,vol_scaled,top300,C,True,0.852,20.0,0.244,0.608,0.819,-0.211,2.11,-0.73,False,False
Options variance ris|50ETF_option|L5|H20|vol_|liquid_,Options variance risk premium,options,50ETF_option,5,20,vol_scaled,liquid_top50pct,B,True,0.889,24.0,0.28,0.609,0.819,-0.211,2.11,-0.73,False,False
Idiosyncratic volati|HK_equity|L20|H20|vol_|top300,Idiosyncratic volatility,equity_factor,HK_equity,20,20,vol_scaled,top300,B,False,0.755,12.0,0.147,0.609,0.819,-0.211,2.11,-0.73,False,False
ML cross-sectional (|A_share|L120|H60|rank|top300,ML cross-sectional (alpha101),ml_equity,A_share,120,60,rank,top300,C,True,0.72,11.5,0.115,0.605,0.819,-0.214,2.1,-0.74,False,False
Options variance ris|50ETF_option|L5|H5|vol_|all,Options variance risk premium,options,50ETF_option,5,5,vol_scaled,all,B,True,1.164,48.0,0.56,0.604,0.819,-0.215,2.09,-0.75,False,False
Delta-hedged option |50ETF_option|L5|H60|rank|top300,Delta-hedged option selling,options,50ETF_option,5,60,rank,top300,B,True,0.941,28.9,0.337,0.604,0.819,-0.215,2.09,-0.75,False,False
Commodity hedging pr|commodity_fut|L60|H20|vol_|top300,Commodity hedging pressure,futures,commodity_fut,60,20,vol_scaled,top300,B,True,0.621,6.0,0.02,0.601,0.819,-0.218,2.08,-0.76,False,False
Convertible bond arb|convertible|L5|H10|equa|ex_smal,Convertible bond arbitrage,cross_asset,convertible,5,10,equal,ex_small30,B,True,0.694,11.3,0.094,0.599,0.819,-0.22,2.08,-0.76,False,False
Profitability/qualit|HK_equity|L60|H60|equa|ex_smal,Profitability/quality,equity_factor,HK_equity,60,60,equal,ex_small30,A,True,0.627,2.3,0.028,0.599,0.819,-0.22,2.07,-0.76,False,False
"Size (CH-3 SMB, ex-s|A_share|L10|H60|rank|all","Size (CH-3 SMB, ex-shell)",equity_factor,A_share,10,60,rank,all,A,True,0.613,1.7,0.017,0.596,0.819,-0.223,2.06,-0.77,False,False
"Size (CH-3 SMB, ex-s|A_share|L120|H5|equa|top300","Size (CH-3 SMB, ex-shell)",equity_factor,A_share,120,5,equal,top300,A,True,0.656,6.0,0.06,0.596,0.819,-0.223,2.06,-0.77,False,False
ML cross-sectional (|A_share|L60|H10|vol_|all,ML cross-sectional (alpha101),ml_equity,A_share,60,10,vol_scaled,all,C,True,0.879,28.3,0.283,0.596,0.819,-0.223,2.07,-0.77,False,False
"Size (CH-3 SMB, ex-s|HK_equity|L60|H5|equa|all","Size (CH-3 SMB, ex-shell)",equity_factor,HK_equity,60,5,equal,all,A,True,0.668,6.0,0.073,0.595,0.819,-0.224,2.06,-0.78,False,False
Commodity curve mome|index_fut|L5|H1|equa|all,Commodity curve momentum,futures,index_fut,5,1,equal,all,A,True,0.674,35.8,0.08,0.595,0.819,-0.224,2.06,-0.78,False,False
Mispricing composite|HK_equity|L20|H10|vol_|liquid_,Mispricing composite (SY),equity_factor,HK_equity,20,10,vol_scaled,liquid_top50pct,B,False,0.733,11.3,0.138,0.595,0.819,-0.225,2.06,-0.78,False,False
Short straddle/stran|50ETF_option|L5|H60|rank|liquid_,Short straddle/strangle (50ETF),options,50ETF_option,5,60,rank,liquid_top50pct,B,True,0.753,13.9,0.162,0.591,0.819,-0.228,2.05,-0.79,False,False
Commodity TS-momentu|commodity_fut|L5|H10|valu|liquid_,Commodity TS-momentum,futures,commodity_fut,5,10,value,liquid_top50pct,A,True,0.638,14.1,0.047,0.591,0.819,-0.228,2.05,-0.79,False,False
ML cross-sectional (|A_share|L250|H20|valu|ex_smal,ML cross-sectional (alpha101),ml_equity,A_share,250,20,value,ex_small30,C,True,0.79,20.0,0.2,0.59,0.819,-0.229,2.04,-0.79,False,False
Short straddle/stran|50ETF_option|L5|H10|valu|liquid_,Short straddle/strangle (50ETF),options,50ETF_option,5,10,value,liquid_top50pct,B,True,0.986,33.9,0.396,0.591,0.819,-0.229,2.05,-0.79,False,False
"Value (E/P, CH-3 VMG|A_share|L20|H10|vol_|all","Value (E/P, CH-3 VMG)",equity_factor,A_share,20,10,vol_scaled,all,A,True,0.645,5.7,0.057,0.588,0.819,-0.231,2.04,-0.8,False,False
Deep RL portfolio|HK_equity|L250|H60|rank|all,Deep RL portfolio,ml_equity,HK_equity,250,60,rank,all,C,True,0.763,14.4,0.176,0.587,0.819,-0.232,2.03,-0.8,False,False
Commodity basis-mome|commodity_fut|L10|H1|valu|top300,Commodity basis-momentum,futures,commodity_fut,10,1,value,top300,A,True,0.704,35.8,0.119,0.585,0.819,-0.234,2.03,-0.81,False,False
Index-futures basis |commodity_fut|L20|H5|vol_|all,Index-futures basis (IF/IC),futures,commodity_fut,20,5,vol_scaled,all,B,True,0.665,24.0,0.08,0.585,0.819,-0.234,2.03,-0.81,False,False
PCR/skew/VIX market |50ETF_option|L10|H60|valu|top300,PCR/skew/VIX market timing,options,50ETF_option,10,60,value,top300,B,True,0.666,6.9,0.081,0.585,0.819,-0.234,2.03,-0.81,False,False
Index-futures basis |commodity_fut|L20|H10|equa|top300,Index-futures basis (IF/IC),futures,commodity_fut,20,10,equal,top300,B,True,0.64,17.0,0.057,0.584,0.819,-0.235,2.02,-0.81,False,False
Mispricing composite|A_share|L120|H20|vol_|top300,Mispricing composite (SY),equity_factor,A_share,120,20,vol_scaled,top300,B,False,0.664,8.0,0.08,0.584,0.819,-0.235,2.02,-0.82,False,False
Commodity carry/basi|index_fut|L5|H10|valu|top300,Commodity carry/basis,futures,index_fut,5,10,value,top300,A,True,0.602,8.5,0.019,0.583,0.819,-0.236,2.02,-0.82,False,False
Deep RL portfolio|A_share|L250|H5|vol_|ex_smal,Deep RL portfolio,ml_equity,A_share,250,5,vol_scaled,ex_small30,C,True,1.082,50.0,0.5,0.582,0.819,-0.237,2.01,-0.82,False,False
Commodity carry/basi|index_fut|L60|H20|vol_|liquid_,Commodity carry/basis,futures,index_fut,60,20,vol_scaled,liquid_top50pct,A,True,0.594,6.0,0.013,0.581,0.819,-0.238,2.01,-0.82,False,False
Commodity TS-momentu|index_fut|L5|H1|equa|ex_smal,Commodity TS-momentum,futures,index_fut,5,1,equal,ex_small30,A,True,0.68,44.7,0.099,0.58,0.819,-0.239,2.01,-0.83,False,False
Idiosyncratic volati|A_share|L120|H20|equa|liquid_,Idiosyncratic volatility,equity_factor,A_share,120,20,equal,liquid_top50pct,B,False,0.7,12.0,0.12,0.58,0.819,-0.239,2.01,-0.83,False,False
Index-futures basis |commodity_fut|L250|H5|equa|liquid_,Index-futures basis (IF/IC),futures,commodity_fut,250,5,equal,liquid_top50pct,B,True,0.659,24.0,0.08,0.579,0.819,-0.24,2.0,-0.83,False,False
Commodity curve mome|index_fut|L250|H1|vol_|ex_smal,Commodity curve momentum,futures,index_fut,250,1,vol_scaled,ex_small30,A,True,0.659,35.8,0.08,0.579,0.819,-0.24,2.01,-0.83,False,False
Commodity basis-mome|index_fut|L5|H10|valu|all,Commodity basis-momentum,futures,index_fut,5,10,value,all,A,True,0.603,11.3,0.025,0.578,0.819,-0.241,2.0,-0.84,False,False
Commodity curve mome|commodity_fut|L5|H60|rank|all,Commodity curve momentum,futures,commodity_fut,5,60,rank,all,A,True,0.591,4.6,0.015,0.576,0.819,-0.243,1.99,-0.84,False,False
ML cross-sectional (|A_share|L5|H20|vol_|ex_smal,ML cross-sectional (alpha101),ml_equity,A_share,5,20,vol_scaled,ex_small30,C,True,0.774,20.0,0.2,0.574,0.819,-0.245,1.99,-0.85,False,False
Mispricing composite|HK_equity|L10|H10|vol_|top300,Mispricing composite (SY),equity_factor,HK_equity,10,10,vol_scaled,top300,B,False,0.711,11.3,0.138,0.573,0.819,-0.246,1.98,-0.85,False,False
Commodity multi-fact|index_fut|L5|H1|vol_|ex_smal,Commodity multi-factor combo,futures,index_fut,5,1,vol_scaled,ex_small30,A,True,0.662,40.2,0.089,0.573,0.819,-0.246,1.98,-0.85,False,False
ML cross-sectional (|A_share|L10|H60|equa|ex_smal,ML cross-sectional (alpha101),ml_equity,A_share,10,60,equal,ex_small30,C,True,0.688,11.5,0.115,0.572,0.819,-0.247,1.98,-0.86,False,False
Profitability/qualit|HK_equity|L120|H20|vol_|all,Profitability/quality,equity_factor,HK_equity,120,20,vol_scaled,all,A,True,0.619,4.0,0.049,0.57,0.819,-0.249,1.97,-0.86,False,False
Profitability/qualit|HK_equity|L60|H60|rank|all,Profitability/quality,equity_factor,HK_equity,60,60,rank,all,A,True,0.599,2.3,0.028,0.57,0.819,-0.249,1.98,-0.86,False,False
Mispricing composite|A_share|L250|H20|rank|liquid_,Mispricing composite (SY),equity_factor,A_share,250,20,rank,liquid_top50pct,B,False,0.648,8.0,0.08,0.568,0.819,-0.251,1.97,-0.87,False,False
Options variance ris|300ETF_option|L250|H60|equa|top300,Options variance risk premium,options,300ETF_option,250,60,equal,top300,B,True,0.73,13.9,0.162,0.568,0.819,-0.251,1.97,-0.87,False,False
Commodity carry/basi|commodity_fut|L60|H5|vol_|ex_smal,Commodity carry/basis,futures,commodity_fut,60,5,vol_scaled,ex_small30,A,True,0.607,12.0,0.04,0.567,0.819,-0.252,1.97,-0.87,False,False
Abnormal turnover|HK_equity|L10|H60|equa|all,Abnormal turnover,equity_factor,HK_equity,10,60,equal,all,B,False,0.779,17.3,0.212,0.567,0.819,-0.252,1.96,-0.87,False,False
Commodity basis-mome|commodity_fut|L250|H10|valu|top300,Commodity basis-momentum,futures,commodity_fut,250,10,value,top300,A,True,0.604,11.3,0.038,0.566,0.819,-0.253,1.96,-0.88,False,False
Commodity basis-mome|index_fut|L250|H20|vol_|all,Commodity basis-momentum,futures,index_fut,250,20,vol_scaled,all,A,True,0.583,8.0,0.018,0.565,0.819,-0.254,1.96,-0.88,False,False
Profitability/qualit|A_share|L250|H60|rank|all,Profitability/quality,equity_factor,A_share,250,60,rank,all,A,True,0.588,2.3,0.023,0.565,0.819,-0.254,1.96,-0.88,False,False
Commodity basis-mome|commodity_fut|L120|H20|vol_|liquid_,Commodity basis-momentum,futures,commodity_fut,120,20,vol_scaled,liquid_top50pct,A,True,0.592,8.0,0.027,0.565,0.819,-0.254,1.96,-0.88,False,False
PCR/skew/VIX market |300ETF_option|L10|H20|vol_|top300,PCR/skew/VIX market timing,options,300ETF_option,10,20,vol_scaled,top300,B,True,0.703,12.0,0.14,0.563,0.819,-0.256,1.95,-0.89,False,False
Profitability/qualit|HK_equity|L60|H60|vol_|ex_smal,Profitability/quality,equity_factor,HK_equity,60,60,vol_scaled,ex_small30,A,True,0.59,2.3,0.028,0.562,0.819,-0.257,1.95,-0.89,False,False
PCR/skew/VIX market |300ETF_option|L250|H20|valu|all,PCR/skew/VIX market timing,options,300ETF_option,250,20,value,all,B,True,0.701,12.0,0.14,0.561,0.819,-0.258,1.94,-0.89,False,False
Idiosyncratic volati|A_share|L20|H60|equa|liquid_,Idiosyncratic volatility,equity_factor,A_share,20,60,equal,liquid_top50pct,B,False,0.628,6.9,0.069,0.559,0.819,-0.26,1.94,-0.9,False,False
"Size (CH-3 SMB, ex-s|A_share|L120|H20|rank|liquid_","Size (CH-3 SMB, ex-shell)",equity_factor,A_share,120,20,rank,liquid_top50pct,A,True,0.588,3.0,0.03,0.558,0.819,-0.261,1.93,-0.9,False,False
"Value (E/P, CH-3 VMG|HK_equity|L20|H1|valu|top300","Value (E/P, CH-3 VMG)",equity_factor,HK_equity,20,1,value,top300,A,True,0.777,17.9,0.219,0.558,0.819,-0.261,1.93,-0.9,False,False
"Size (CH-3 SMB, ex-s|A_share|L5|H60|rank|top300","Size (CH-3 SMB, ex-shell)",equity_factor,A_share,5,60,rank,top300,A,True,0.575,1.7,0.017,0.558,0.819,-0.261,1.93,-0.91,False,False
Short-term reversal|HK_equity|L250|H60|equa|liquid_,Short-term reversal,equity_factor,HK_equity,250,60,equal,liquid_top50pct,B,False,0.837,23.1,0.282,0.555,0.819,-0.264,1.92,-0.92,False,False
Commodity hedging pr|commodity_fut|L20|H60|vol_|ex_smal,Commodity hedging pressure,futures,commodity_fut,20,60,vol_scaled,ex_small30,B,True,0.565,3.5,0.012,0.554,0.819,-0.265,1.92,-0.92,False,False
Convertible bond arb|convertible|L5|H5|vol_|all,Convertible bond arbitrage,cross_asset,convertible,5,5,vol_scaled,all,B,True,0.687,16.0,0.133,0.553,0.819,-0.266,1.92,-0.92,False,False
Commodity hedging pr|commodity_fut|L10|H20|vol_|top300,Commodity hedging pressure,futures,commodity_fut,10,20,vol_scaled,top300,B,True,0.572,6.0,0.02,0.552,0.819,-0.267,1.91,-0.93,False,False
Commodity basis-mome|index_fut|L5|H10|equa|all,Commodity basis-momentum,futures,index_fut,5,10,equal,all,A,True,0.576,11.3,0.025,0.551,0.819,-0.268,1.91,-0.93,False,False
"Value (E/P, CH-3 VMG|A_share|L10|H1|equa|top300","Value (E/P, CH-3 VMG)",equity_factor,A_share,10,1,equal,top300,A,True,0.73,17.9,0.179,0.551,0.819,-0.268,1.91,-0.93,False,False
Idiosyncratic volati|HK_equity|L250|H60|equa|all,Idiosyncratic volatility,equity_factor,HK_equity,250,60,equal,all,B,False,0.636,6.9,0.085,0.551,0.819,-0.268,1.91,-0.93,False,False
PCR/skew/VIX market |50ETF_option|L250|H10|equa|all,PCR/skew/VIX market timing,options,50ETF_option,250,10,equal,all,B,True,0.748,17.0,0.198,0.55,0.819,-0.269,1.91,-0.93,False,False
Mispricing composite|A_share|L10|H10|rank|ex_smal,Mispricing composite (SY),equity_factor,A_share,10,10,rank,ex_small30,B,False,0.663,11.3,0.113,0.549,0.819,-0.27,1.9,-0.93,False,False
Profitability/qualit|A_share|L120|H10|vol_|top300,Profitability/quality,equity_factor,A_share,120,10,vol_scaled,top300,A,True,0.606,5.7,0.057,0.55,0.819,-0.27,1.9,-0.93,False,False
Index-futures basis |commodity_fut|L5|H60|equa|all,Index-futures basis (IF/IC),futures,commodity_fut,5,60,equal,all,B,True,0.57,6.9,0.023,0.547,0.819,-0.273,1.89,-0.94,False,False
Mispricing composite|A_share|L120|H20|vol_|all,Mispricing composite (SY),equity_factor,A_share,120,20,vol_scaled,all,B,False,0.626,8.0,0.08,0.546,0.819,-0.273,1.89,-0.95,False,False
"Size (CH-3 SMB, ex-s|HK_equity|L5|H10|vol_|top300","Size (CH-3 SMB, ex-shell)",equity_factor,HK_equity,5,10,vol_scaled,top300,A,True,0.594,4.2,0.052,0.543,0.819,-0.276,1.88,-0.96,False,False
ML cross-sectional (|A_share|L5|H5|valu|all,ML cross-sectional (alpha101),ml_equity,A_share,5,5,value,all,C,True,0.943,40.0,0.4,0.543,0.819,-0.276,1.88,-0.96,False,False
Commodity hedging pr|commodity_fut|L250|H20|valu|liquid_,Commodity hedging pressure,futures,commodity_fut,250,20,value,liquid_top50pct,B,True,0.56,6.0,0.02,0.54,0.819,-0.279,1.87,-0.97,False,False
"Size (CH-3 SMB, ex-s|A_share|L5|H20|equa|top300","Size (CH-3 SMB, ex-shell)",equity_factor,A_share,5,20,equal,top300,A,True,0.565,3.0,0.03,0.535,0.819,-0.284,1.85,-0.98,False,False
ML cross-sectional (|A_share|L60|H60|rank|liquid_,ML cross-sectional (alpha101),ml_equity,A_share,60,60,rank,liquid_top50pct,C,True,0.65,11.5,0.115,0.534,0.819,-0.285,1.85,-0.99,False,False
Commodity carry/basi|commodity_fut|L60|H5|rank|top300,Commodity carry/basis,futures,commodity_fut,60,5,rank,top300,A,True,0.573,12.0,0.04,0.533,0.819,-0.286,1.85,-0.99,False,False
Commodity curve mome|index_fut|L120|H1|rank|all,Commodity curve momentum,futures,index_fut,120,1,rank,all,A,True,0.612,35.8,0.08,0.532,0.819,-0.287,1.84,-0.99,False,False
Options variance ris|50ETF_option|L250|H20|equa|all,Options variance risk premium,options,50ETF_option,250,20,equal,all,B,True,0.812,24.0,0.28,0.532,0.819,-0.288,1.84,-1.0,False,False
Commodity TS-momentu|commodity_fut|L120|H1|vol_|all,Commodity TS-momentum,futures,commodity_fut,120,1,vol_scaled,all,A,True,0.68,44.7,0.149,0.531,0.819,-0.288,1.84,-1.0,False,False
Mispricing composite|HK_equity|L10|H5|valu|top300,Mispricing composite (SY),equity_factor,HK_equity,10,5,value,top300,B,False,0.726,16.0,0.196,0.531,0.819,-0.288,1.84,-1.0,False,False
ML cross-sectional (|A_share|L120|H20|equa|liquid_,ML cross-sectional (alpha101),ml_equity,A_share,120,20,equal,liquid_top50pct,C,True,0.728,20.0,0.2,0.528,0.819,-0.291,1.83,-1.01,False,False
PCR/skew/VIX market |50ETF_option|L120|H20|rank|top300,PCR/skew/VIX market timing,options,50ETF_option,120,20,rank,top300,B,True,0.666,12.0,0.14,0.526,0.819,-0.293,1.82,-1.01,False,False
Commodity basis-mome|index_fut|L5|H1|rank|liquid_,Commodity basis-momentum,futures,index_fut,5,1,rank,liquid_top50pct,A,True,0.606,35.8,0.08,0.526,0.819,-0.293,1.82,-1.01,False,False
Commodity basis-mome|commodity_fut|L20|H1|valu|all,Commodity basis-momentum,futures,commodity_fut,20,1,value,all,A,True,0.643,35.8,0.119,0.524,0.819,-0.295,1.81,-1.02,False,False
Index-futures basis |index_fut|L250|H10|equa|all,Index-futures basis (IF/IC),futures,index_fut,250,10,equal,all,B,True,0.561,17.0,0.038,0.523,0.819,-0.296,1.81,-1.02,False,False
Index-futures basis |index_fut|L250|H60|rank|all,Index-futures basis (IF/IC),futures,index_fut,250,60,rank,all,B,True,0.539,6.9,0.015,0.523,0.819,-0.296,1.81,-1.02,False,False
ML cross-sectional (|HK_equity|L60|H5|vol_|liquid_,ML cross-sectional (alpha101),ml_equity,HK_equity,60,5,vol_scaled,liquid_top50pct,C,True,1.011,40.0,0.489,0.522,0.819,-0.297,1.81,-1.03,False,False
Deep RL portfolio|A_share|L120|H20|equa|top300,Deep RL portfolio,ml_equity,A_share,120,20,equal,top300,C,True,0.771,25.0,0.25,0.521,0.819,-0.298,1.81,-1.03,False,False
Short straddle/stran|300ETF_option|L10|H10|equa|ex_smal,Short straddle/strangle (50ETF),options,300ETF_option,10,10,equal,ex_small30,B,True,0.917,33.9,0.396,0.521,0.819,-0.298,1.8,-1.03,False,False
Commodity curve mome|commodity_fut|L60|H10|equa|all,Commodity curve momentum,futures,commodity_fut,60,10,equal,all,A,True,0.557,11.3,0.038,0.52,0.819,-0.299,1.8,-1.04,False,False
"Size (CH-3 SMB, ex-s|A_share|L120|H60|equa|top300","Size (CH-3 SMB, ex-shell)",equity_factor,A_share,120,60,equal,top300,A,True,0.535,1.7,0.017,0.518,0.819,-0.301,1.79,-1.04,False,False
"Size (CH-3 SMB, ex-s|A_share|L20|H20|vol_|top300","Size (CH-3 SMB, ex-shell)",equity_factor,A_share,20,20,vol_scaled,top300,A,True,0.548,3.0,0.03,0.518,0.819,-0.302,1.79,-1.04,False,False
Mispricing composite|HK_equity|L20|H60|equa|all,Mispricing composite (SY),equity_factor,HK_equity,20,60,equal,all,B,False,0.573,4.6,0.056,0.516,0.819,-0.303,1.79,-1.05,False,False
Commodity basis-mome|index_fut|L10|H1|equa|ex_smal,Commodity basis-momentum,futures,index_fut,10,1,equal,ex_small30,A,True,0.594,35.8,0.08,0.515,0.819,-0.304,1.78,-1.05,False,False
Commodity XS-momentu|commodity_fut|L250|H10|valu|all,Commodity XS-momentum,futures,commodity_fut,250,10,value,all,A,True,0.562,14.1,0.047,0.515,0.819,-0.304,1.78,-1.05,False,False
Mispricing composite|A_share|L10|H10|rank|top300,Mispricing composite (SY),equity_factor,A_share,10,10,rank,top300,B,False,0.627,11.3,0.113,0.514,0.819,-0.305,1.78,-1.06,False,False
PCR/skew/VIX market |50ETF_option|L60|H60|rank|top300,PCR/skew/VIX market timing,options,50ETF_option,60,60,rank,top300,B,True,0.589,6.9,0.081,0.508,0.819,-0.311,1.76,-1.08,False,False
Commodity TS-momentu|commodity_fut|L20|H5|equa|all,Commodity TS-momentum,futures,commodity_fut,20,5,equal,all,A,True,0.575,20.0,0.067,0.508,0.819,-0.311,1.76,-1.08,False,False
Idiosyncratic volati|HK_equity|L120|H60|valu|ex_smal,Idiosyncratic volatility,equity_factor,HK_equity,120,60,value,ex_small30,B,False,0.593,6.9,0.085,0.508,0.819,-0.311,1.76,-1.08,False,False
Commodity carry/basi|index_fut|L250|H60|valu|liquid_,Commodity carry/basis,futures,index_fut,250,60,value,liquid_top50pct,A,True,0.513,3.5,0.008,0.505,0.819,-0.314,1.75,-1.09,False,False
Earnings surprise (P|A_share|L20|H10|valu|ex_smal,Earnings surprise (PEAD),equity_factor,A_share,20,10,value,ex_small30,B,True,0.675,17.0,0.17,0.505,0.819,-0.314,1.75,-1.09,False,False
Commodity XS-momentu|commodity_fut|L5|H1|valu|top300,Commodity XS-momentum,futures,commodity_fut,5,1,value,top300,A,True,0.653,44.7,0.149,0.504,0.819,-0.315,1.75,-1.09,False,False
Commodity XS-momentu|index_fut|L60|H5|equa|all,Commodity XS-momentum,futures,index_fut,60,5,equal,all,A,True,0.549,20.0,0.044,0.504,0.819,-0.315,1.75,-1.09,False,False
Mispricing composite|A_share|L20|H10|equa|ex_smal,Mispricing composite (SY),equity_factor,A_share,20,10,equal,ex_small30,B,False,0.616,11.3,0.113,0.503,0.819,-0.316,1.74,-1.09,False,False
